model,model_family,model_params_B,n_layers_total,ablated_concept,measured_concept,on_target,cav_method,layer_condition,layer_numeric,layer_depth_frac,layer_type,alpha,auc,baseline_auc,delta_auc,syn_mean,ant_mean,gap,baseline_syn_mean,baseline_nonsyn_mean,baseline_gap,n_syn_pairs,n_ant_pairs,n_comparisons,on_target_bool,auc_drop,baseline_passes_chance,concept_category,measured_concept_category,same_category,n_concepts_evaluated
gpt2_small,text,0.124,12,photographer,fisherman,False,svm,L9,9,0.75,single_late,10.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,pirate,False,svm,L9,9,0.75,single_late,10.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L9,9,0.75,single_late,15.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,tailor,False,svm,L9,9,0.75,single_late,15.0,0.775,0.775,0.0,0.9996613085269928,0.9994079247117043,0.0002533838152884993,0.9996613085269928,0.9994079247117043,0.0002533838152884993,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,fire,False,svm,L9,9,0.75,single_late,15.0,0.575,0.575,0.0,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,candle,False,svm,L9,9,0.75,single_late,15.0,0.7,0.7,0.0,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L9,9,0.75,single_late,20.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,painter,False,svm,L9,9,0.75,single_late,20.0,0.725,0.725,0.0,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,carpenter,False,svm,L9,9,0.75,single_late,20.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,toothbrush,False,svm,L9,9,0.75,single_late,20.0,0.65,0.65,0.0,0.999558436870575,0.9994059279561043,0.00015250891447071702,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L10,10,0.83,single_deep,3.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,carpenter,False,svm,L10,10,0.83,single_deep,3.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,fisherman,False,svm,L10,10,0.83,single_deep,3.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,soldier,False,svm,L10,10,0.83,single_deep,3.0,0.8,0.8,0.0,0.9997423708438873,0.9996350854635239,0.00010728538036341995,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L10,10,0.83,single_deep,6.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,musician,False,svm,L10,10,0.83,single_deep,6.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,baker,False,svm,L10,10,0.83,single_deep,6.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,toothbrush,False,svm,L10,10,0.83,single_deep,6.0,0.65,0.65,0.0,0.999558436870575,0.9994059279561043,0.00015250891447071702,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L10,10,0.83,single_deep,10.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,king,False,svm,L10,10,0.83,single_deep,10.0,0.8,0.8,0.0,0.9996477603912354,0.9993156790733337,0.00033208131790163353,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,wolf,False,svm,L10,10,0.83,single_deep,10.0,0.6,0.6,0.0,0.9994979739189148,0.9993927851319313,0.0001051887869835122,0.9994979739189148,0.9993927851319313,0.0001051887869835122,10,8,80,0,0.0,1,profession,animal,0,20
gpt2_small,text,0.124,12,photographer,knight,False,svm,L10,10,0.83,single_deep,10.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L10,10,0.83,single_deep,15.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,baker,False,svm,L10,10,0.83,single_deep,15.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,candle,False,svm,L10,10,0.83,single_deep,15.0,0.7,0.7,0.0,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,musician,False,svm,L10,10,0.83,single_deep,15.0,0.625,0.625,0.0,0.999637120962143,0.9994960278272629,0.00014109313488008812,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,L10,10,0.83,single_deep,20.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,doctor,False,svm,L10,10,0.83,single_deep,20.0,0.75,0.75,0.0,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,pirate,False,svm,L10,10,0.83,single_deep,20.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,fisherman,False,svm,L10,10,0.83,single_deep,20.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,3.0,0.575,0.5625,-0.012499999999999956,0.9996183276176452,0.9995864406228065,3.1886994838692395e-05,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,-0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,fisherman,False,svm,all_layers,-1,1.0,all_layers,3.0,0.9125,0.8875,-0.025000000000000022,0.9996906638145446,0.9994277507066727,0.00026291310787196487,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,-0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,musician,False,svm,all_layers,-1,1.0,all_layers,3.0,0.625,0.625,0.0,0.9996332406997681,0.9994823336601257,0.0001509070396423784,0.999637120962143,0.9994960278272629,0.00014109313488008812,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,pirate,False,svm,all_layers,-1,1.0,all_layers,3.0,0.725,0.7125,-0.012499999999999956,0.9995433628559113,0.9995909333229065,-4.757046699521705e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,0,-0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,6.0,0.525,0.5625,0.03749999999999998,0.9994909524917602,0.9994656145572662,2.533793449399635e-05,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.0375,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,writer,False,svm,all_layers,-1,1.0,all_layers,6.0,0.7125,0.7875,0.07499999999999996,0.9996784925460815,0.9996179416775703,6.055086851119995e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,carpenter,False,svm,all_layers,-1,1.0,all_layers,6.0,0.65,0.6,-0.050000000000000044,0.999586695432663,0.9993768110871315,0.00020988434553148583,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,-0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,candle,False,svm,all_layers,-1,1.0,all_layers,6.0,0.675,0.7,0.02499999999999991,0.999495130777359,0.999433308839798,6.182193756099075e-05,0.9996229887008667,0.9995990842580795,2.390444278721482e-05,10,8,80,0,0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,10.0,0.4625,0.5625,0.09999999999999998,0.9992016911506653,0.9992216303944588,-1.9939243793509753e-05,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.1,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,soldier,False,svm,all_layers,-1,1.0,all_layers,10.0,0.8,0.8,0.0,0.9996440470218658,0.9995724260807037,7.162094116208717e-05,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,writer,False,svm,all_layers,-1,1.0,all_layers,10.0,0.6125,0.7875,0.17499999999999993,0.9996089220046998,0.9995633736252785,4.554837942127854e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.175,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,king,False,svm,all_layers,-1,1.0,all_layers,10.0,0.8,0.8,0.0,0.9995915293693542,0.9990906715393066,0.0005008578300476074,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,15.0,0.4125,0.5625,0.15000000000000002,0.9986972093582154,0.9987564086914062,-5.919933319087356e-05,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.15,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,wolf,False,svm,all_layers,-1,1.0,all_layers,15.0,0.5625,0.6,0.03749999999999998,0.9990300714969635,0.9990298822522163,1.8924474720627416e-07,0.9994979739189148,0.9993927851319313,0.0001051887869835122,10,8,80,0,0.0375,1,profession,animal,0,20
gpt2_small,text,0.124,12,photographer,lock,False,svm,all_layers,-1,1.0,all_layers,15.0,0.5375,0.5375,0.0,0.9993973553180695,0.9993784055113792,1.8949806690260473e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,doctor,False,svm,all_layers,-1,1.0,all_layers,15.0,0.6875,0.75,0.0625,0.999631118774414,0.9995005503296852,0.0001305684447288069,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0625,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,photographer,True,svm,all_layers,-1,1.0,all_layers,20.0,0.4625,0.5625,0.09999999999999998,0.9980392277240753,0.9981554597616196,-0.0001162320375442949,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,1,0.1,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,king,False,svm,all_layers,-1,1.0,all_layers,20.0,0.825,0.8,-0.02499999999999991,0.9993740916252136,0.9983067288994789,0.0010673627257347107,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,-0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,photographer,lock,False,svm,all_layers,-1,1.0,all_layers,20.0,0.575,0.5375,-0.03749999999999998,0.9992592334747314,0.9992129802703857,4.6253204345703125e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,-0.0375,1,profession,object,0,20
gpt2_small,text,0.124,12,photographer,baker,False,svm,all_layers,-1,1.0,all_layers,20.0,0.6,0.6875,0.08750000000000002,0.9994216024875641,0.9992168545722961,0.00020474791526792213,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,0,0.0875,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L6,6,0.5,single_mid,3.0,0.6,0.7125,0.11250000000000004,0.999523001909256,0.9996560215950012,-0.00013301968574519485,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.1125,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,chef,False,mean_diff,L6,6,0.5,single_mid,3.0,0.625,0.675,0.050000000000000044,0.9997032284736633,0.9997152462601662,-1.2017786502838135e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,painter,False,mean_diff,L6,6,0.5,single_mid,3.0,0.675,0.725,0.04999999999999993,0.9997271180152894,0.9996967017650604,3.0416250228926245e-05,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.05,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,knight,False,mean_diff,L6,6,0.5,single_mid,3.0,0.725,0.7375,0.012500000000000067,0.9997789621353149,0.9997268840670586,5.207806825635597e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L6,6,0.5,single_mid,6.0,0.625,0.7125,0.08750000000000002,0.9997322022914886,0.999849259853363,-0.00011705756187441185,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0875,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,photographer,False,mean_diff,L6,6,0.5,single_mid,6.0,0.525,0.5625,0.03749999999999998,0.999838900566101,0.9998590052127838,-2.0104646682783667e-05,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.0375,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,doctor,False,mean_diff,L6,6,0.5,single_mid,6.0,0.7125,0.75,0.03749999999999998,0.9998798787593841,0.9998472929000854,3.2585859298661646e-05,0.9997332274913788,0.9996363818645477,9.68456268310991e-05,10,8,80,0,0.0375,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,chef,False,mean_diff,L6,6,0.5,single_mid,6.0,0.6125,0.675,0.0625,0.9998490393161774,0.9998685866594315,-1.9547343254044947e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.0625,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L6,6,0.5,single_mid,10.0,0.625,0.7125,0.08750000000000002,0.9998696446418762,0.9999407306313515,-7.108598947525024e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0875,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,painter,False,mean_diff,L6,6,0.5,single_mid,10.0,0.7,0.725,0.025000000000000022,0.9999414026737213,0.9999430477619171,-1.6450881957785768e-06,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.025,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,king,False,mean_diff,L6,6,0.5,single_mid,10.0,0.8,0.8,0.0,0.99993394613266,0.999847024679184,8.692145347599656e-05,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,fire,False,mean_diff,L6,6,0.5,single_mid,10.0,0.6,0.575,-0.025000000000000022,0.9999072194099426,0.9999252483248711,-1.8028914928414075e-05,0.9995720684528351,0.9995935782790184,-2.1509826183319092e-05,10,8,80,0,-0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L6,6,0.5,single_mid,15.0,0.625,0.7125,0.08750000000000002,0.999934870004654,0.9999744221568108,-3.9552152156785425e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0875,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,king,False,mean_diff,L6,6,0.5,single_mid,15.0,0.7875,0.8,0.012500000000000067,0.9999684453010559,0.9999265223741531,4.192292690274879e-05,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0125,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,writer,False,mean_diff,L6,6,0.5,single_mid,15.0,0.7125,0.7875,0.07499999999999996,0.9999746799468994,0.9999760910868645,-1.411139965101782e-06,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,lock,False,mean_diff,L6,6,0.5,single_mid,15.0,0.5125,0.5375,0.025000000000000022,0.9999584972858429,0.9999740421772003,-1.5544891357466284e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.025,1,profession,object,0,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L6,6,0.5,single_mid,20.0,0.625,0.7125,0.08750000000000002,0.9999616801738739,0.9999861121177673,-2.443194389345482e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0875,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,carpenter,False,mean_diff,L6,6,0.5,single_mid,20.0,0.6,0.6,0.0,0.9999788343906403,0.9999666437506676,1.2190639972708972e-05,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,painter,False,mean_diff,L6,6,0.5,single_mid,20.0,0.725,0.725,0.0,0.9999846458435059,0.9999865815043449,-1.935660839058606e-06,0.9996807217597962,0.9996204897761345,6.0231983661673816e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,soldier,False,mean_diff,L6,6,0.5,single_mid,20.0,0.875,0.8,-0.07499999999999996,0.999989491701126,0.9999865591526031,2.93254852290481e-06,0.9997423708438873,0.9996350854635239,0.00010728538036341995,10,8,80,0,-0.075,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L9,9,0.75,single_late,3.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,lock,False,mean_diff,L9,9,0.75,single_late,3.0,0.5375,0.5375,0.0,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,pirate,toothbrush,False,mean_diff,L9,9,0.75,single_late,3.0,0.65,0.65,0.0,0.999558436870575,0.9994059279561043,0.00015250891447071702,0.999558436870575,0.9994059279561043,0.00015250891447071702,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,pirate,carpenter,False,mean_diff,L9,9,0.75,single_late,3.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L9,9,0.75,single_late,6.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,king,False,mean_diff,L9,9,0.75,single_late,6.0,0.8,0.8,0.0,0.9996477603912354,0.9993156790733337,0.00033208131790163353,0.9996477603912354,0.9993156790733337,0.00033208131790163353,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,baker,False,mean_diff,L9,9,0.75,single_late,6.0,0.6875,0.6875,0.0,0.9995764255523681,0.9994436502456665,0.00013277530670163795,0.9995764255523681,0.9994436502456665,0.00013277530670163795,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,chef,False,mean_diff,L9,9,0.75,single_late,6.0,0.675,0.675,0.0,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L9,9,0.75,single_late,10.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,knight,False,mean_diff,L9,9,0.75,single_late,10.0,0.7375,0.7375,0.0,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,0.9997313916683197,0.9996582940220833,7.309764623641968e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,fisherman,False,mean_diff,L9,9,0.75,single_late,10.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,photographer,False,mean_diff,L9,9,0.75,single_late,10.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L9,9,0.75,single_late,15.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,writer,False,mean_diff,L9,9,0.75,single_late,15.0,0.7875,0.7875,0.0,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,carpenter,False,mean_diff,L9,9,0.75,single_late,15.0,0.6,0.6,0.0,0.9996031284332275,0.9994245320558548,0.0001785963773727195,0.9996031284332275,0.9994245320558548,0.0001785963773727195,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,lock,False,mean_diff,L9,9,0.75,single_late,15.0,0.5375,0.5375,0.0,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,0.9995633721351623,0.9995923936367035,-2.90215015411599e-05,10,8,80,0,0.0,1,profession,object,0,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L9,9,0.75,single_late,20.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,tailor,False,mean_diff,L9,9,0.75,single_late,20.0,0.775,0.775,0.0,0.9996613085269928,0.9994079247117043,0.0002533838152884993,0.9996613085269928,0.9994079247117043,0.0002533838152884993,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,photographer,False,mean_diff,L9,9,0.75,single_late,20.0,0.5625,0.5625,0.0,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,0.9996388673782348,0.999631978571415,6.8888068198713626e-06,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,writer,False,mean_diff,L9,9,0.75,single_late,20.0,0.7875,0.7875,0.0,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L10,10,0.83,single_deep,3.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,writer,False,mean_diff,L10,10,0.83,single_deep,3.0,0.7875,0.7875,0.0,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,0.9997023224830628,0.9996405616402626,6.176084280018479e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,chef,False,mean_diff,L10,10,0.83,single_deep,3.0,0.675,0.675,0.0,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,0.9996847212314606,0.9996376857161522,4.703551530838013e-05,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,fisherman,False,mean_diff,L10,10,0.83,single_deep,3.0,0.8875,0.8875,0.0,0.9996949911117554,0.9994518980383873,0.00024309307336811692,0.9996949911117554,0.9994518980383873,0.00024309307336811692,10,8,80,0,0.0,1,profession,profession,1,20
gpt2_small,text,0.124,12,pirate,pirate,True,mean_diff,L10,10,0.83,single_deep,6.0,0.7125,0.7125,0.0,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,0.9995441198348999,0.9995992481708527,-5.5128335952780994e-05,10,8,80,1,0.0,1,profession,profession,1,20
