concept,cav_method,layer,technique,alpha,r1_accuracy,r2a_similarity,r2b_similarity,r1_baseline,r2a_baseline,r2b_baseline,delta_r1,delta_r2a,delta_r2b
tabby_cat,mean_diff,24,projection,3.0,0.0,0.4955024361610413,0.9519432624181111,0.0,0.4646729866663615,0.999999753634135,0.0,-0.030829449494679806,0.048056491216023844
tabby_cat,mean_diff,24,projection,6.0,0.0,0.48401901324590046,0.851680866877238,0.0,0.4646729866663615,0.999999753634135,0.0,-0.01934602657953899,0.14831888675689697
tabby_cat,mean_diff,24,projection,10.0,0.0,0.3476938307285309,0.6434700628121693,0.0,0.4646729866663615,0.999999753634135,0.0,0.11697915593783059,0.3565296908219656
tabby_cat,mean_diff,24,projection,15.0,0.0,0.21390236169099808,0.3244998544454575,0.0,0.4646729866663615,0.999999753634135,0.0,0.2507706249753634,0.6754998991886775
tabby_cat,mean_diff,24,projection,20.0,0.0,0.13957014083862304,0.1722810909152031,0.0,0.4646729866663615,0.999999753634135,0.0,0.3251028458277384,0.8277186627189319
tabby_cat,mean_diff,27,projection,3.0,0.0,0.5236645221710206,0.9476985375086466,0.0,0.4646729866663615,0.999999753634135,0.0,-0.058991535504659076,0.052301216125488326
tabby_cat,mean_diff,27,projection,6.0,0.0,0.4353370527426402,0.8254220883051554,0.0,0.4646729866663615,0.999999753634135,0.0,0.029335933923721302,0.17457766532897956
tabby_cat,mean_diff,27,projection,10.0,0.0,0.2744463990132014,0.5392714420954386,0.0,0.4646729866663615,0.999999753634135,0.0,0.19022658765316008,0.4607283115386963
tabby_cat,mean_diff,27,projection,15.0,0.0,0.16381005694468817,0.2776040405035019,0.0,0.4646729866663615,0.999999753634135,0.0,0.3008629297216733,0.7223957131306331
tabby_cat,mean_diff,27,projection,20.0,0.0,0.10370328476031622,0.15311351815859478,0.0,0.4646729866663615,0.999999753634135,0.0,0.36096970190604527,0.8468862354755402
tabby_cat,svm,16,projection,3.0,0.0,0.4352702577908834,0.9260810454686482,0.0,0.4646729866663615,0.999999753634135,0.0,0.029402728875478068,0.07391870816548674
tabby_cat,svm,16,projection,6.0,0.0,0.35264100233713785,0.7922046422958374,0.0,0.4646729866663615,0.999999753634135,0.0,0.11203198432922362,0.20779511133829753
tabby_cat,svm,16,projection,10.0,0.0,0.30305346846580505,0.6551365931828816,0.0,0.4646729866663615,0.999999753634135,0.0,0.16161951820055642,0.3448631604512533
tabby_cat,svm,16,projection,15.0,0.0,0.31190129021803537,0.5669720093409221,0.0,0.4646729866663615,0.999999753634135,0.0,0.1527716964483261,0.4330277442932129
tabby_cat,svm,16,projection,20.0,0.0,0.33820636868476867,0.4435876965522766,0.0,0.4646729866663615,0.999999753634135,0.0,0.1264666179815928,0.5564120570818584
tabby_cat,svm,24,projection,3.0,0.0,0.47100475629170735,0.9622504512468973,0.0,0.4646729866663615,0.999999753634135,0.0,-0.006331769625345873,0.037749302387237615
tabby_cat,svm,24,projection,6.0,0.0,0.4457350413004557,0.8819532752037048,0.0,0.4646729866663615,0.999999753634135,0.0,0.01893794536590576,0.11804647843043015
tabby_cat,svm,24,projection,10.0,0.0,0.389115971326828,0.762826402982076,0.0,0.4646729866663615,0.999999753634135,0.0,0.07555701533953346,0.2371733506520589
tabby_cat,svm,24,projection,15.0,0.0,0.3275944272677104,0.6434764305750529,0.0,0.4646729866663615,0.999999753634135,0.0,0.1370785593986511,0.3565233230590821
tabby_cat,svm,24,projection,20.0,0.0,0.27273925046126046,0.4847102661927541,0.0,0.4646729866663615,0.999999753634135,0.0,0.191933736205101,0.5152894874413809
tabby_cat,svm,27,projection,3.0,0.0,0.4826935370763143,0.9902137597401937,0.0,0.4646729866663615,0.999999753634135,0.0,-0.018020550409952818,0.009785993893941303
tabby_cat,svm,27,projection,6.0,0.0,0.49117721716562907,0.9666471759478251,0.0,0.4646729866663615,0.999999753634135,0.0,-0.02650423049926759,0.03335257768630984
tabby_cat,svm,27,projection,10.0,0.0,0.4645253598690033,0.92180921236674,0.0,0.4646729866663615,0.999999753634135,0.0,0.00014762679735819129,0.078190541267395
tabby_cat,svm,27,projection,15.0,0.0,0.4137387176354726,0.8491380214691162,0.0,0.4646729866663615,0.999999753634135,0.0,0.05093426903088888,0.15086173216501875
tabby_cat,svm,27,projection,20.0,0.0,0.36593674421310424,0.7442558884620667,0.0,0.4646729866663615,0.999999753634135,0.0,0.09873624245325724,0.25574386517206826
golden_retriever,mean_diff,16,projection,3.0,0.3333333333333333,0.5487852295239767,0.9655696193377177,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.08079517682393395,0.034430062770843484
golden_retriever,mean_diff,16,projection,6.0,0.3333333333333333,0.5276667773723602,0.9174929817517599,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.059676724672317494,0.0825067003568013
golden_retriever,mean_diff,16,projection,10.0,0.0,0.44497517744700116,0.792858874797821,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.023014875253041578,0.20714080731074014
golden_retriever,mean_diff,16,projection,15.0,0.0,0.3983022630214691,0.6101278702418009,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.06968778967857364,0.38987181186676023
golden_retriever,mean_diff,16,projection,20.0,0.0,0.2872069833179315,0.4479859670003255,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.18078306938211125,0.5520137151082356
golden_retriever,mean_diff,24,projection,3.0,0.3333333333333333,0.5225745598475139,0.9772217988967895,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.05458450714747115,0.022777883211771655
golden_retriever,mean_diff,24,projection,6.0,0.26666666666666666,0.5369394779205322,0.9290340622266133,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.06666666666666665,-0.06894942522048947,0.07096561988194783
golden_retriever,mean_diff,24,projection,10.0,0.0,0.4866165558497111,0.8547417044639587,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,-0.01862650314966835,0.14525797764460247
golden_retriever,mean_diff,24,projection,15.0,0.0,0.3928460200627645,0.6869456688563029,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.07514403263727826,0.31305401325225823
golden_retriever,mean_diff,24,projection,20.0,0.0,0.32081233461697894,0.5161447177330653,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.1471777180830638,0.4838549643754959
golden_retriever,mean_diff,27,projection,3.0,0.3333333333333333,0.5201160152753194,0.9720553159713745,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.05212596257527663,0.02794436613718665
golden_retriever,mean_diff,27,projection,6.0,0.26666666666666666,0.5212264815966289,0.9056306044260661,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.06666666666666665,-0.05323642889658614,0.09436907768249503
golden_retriever,mean_diff,27,projection,10.0,0.0,0.44467947681744896,0.7774625738461812,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.023310575882593776,0.22253710826237993
golden_retriever,mean_diff,27,projection,15.0,0.0,0.3490039438009262,0.5752962867418925,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.11898610889911654,0.4247033953666687
golden_retriever,mean_diff,27,projection,20.0,0.0,0.2803281327088674,0.4104471882184347,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.18766191999117532,0.5895524938901264
golden_retriever,svm,16,projection,3.0,0.3333333333333333,0.5485212405522665,0.9703917105992635,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.08053118785222374,0.029607971509297615
golden_retriever,svm,16,projection,6.0,0.3333333333333333,0.5840735673904419,0.9326080997784932,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.11608351469039918,0.06739158233006792
golden_retriever,svm,16,projection,10.0,0.06666666666666667,0.5432474851608277,0.8693784594535827,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.26666666666666666,-0.07525743246078492,0.13062122265497844
golden_retriever,svm,16,projection,15.0,0.0,0.46792351206143695,0.7378390192985534,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,6.654063860578319e-05,0.2621606628100077
golden_retriever,svm,16,projection,20.0,0.0,0.4806430220603943,0.5716016292572021,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,-0.01265296936035154,0.428398052851359
golden_retriever,svm,24,projection,3.0,0.3333333333333333,0.5155389070510864,0.9802377859751383,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.04754885435104367,0.01976189613342283
golden_retriever,svm,24,projection,6.0,0.06666666666666667,0.5174149096012115,0.9417711178461711,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.26666666666666666,-0.04942485690116877,0.05822856426239009
golden_retriever,svm,24,projection,10.0,0.0,0.4770602484544118,0.860435958703359,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,-0.00907019575436907,0.13956372340520218
golden_retriever,svm,24,projection,15.0,0.0,0.3929832021395365,0.7090385814507802,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.07500685056050621,0.2909611006577809
golden_retriever,svm,24,projection,20.0,0.0,0.3234194844961166,0.5623907893896103,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.1445705682039261,0.43760889271895087
golden_retriever,svm,27,projection,3.0,0.3333333333333333,0.5040164530277252,0.9833811601003011,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.0,-0.036026400327682506,0.016618522008260084
golden_retriever,svm,27,projection,6.0,0.26666666666666666,0.5125383377075196,0.9403696338335673,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.06666666666666665,-0.04454828500747682,0.05963004827499385
golden_retriever,svm,27,projection,10.0,0.0,0.4587573826313019,0.848099152247111,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.009232670068740845,0.1519005298614502
golden_retriever,svm,27,projection,15.0,0.0,0.3980886697769165,0.7072100480397542,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.06990138292312625,0.292789634068807
golden_retriever,svm,27,projection,20.0,0.0,0.3450641979773839,0.5758734583854676,0.3333333333333333,0.46799005270004274,0.9999996821085612,0.3333333333333333,0.12292585472265882,0.4241262237230936
labrador_retriever,mean_diff,16,projection,3.0,0.8666666666666667,0.5339411636193593,0.9709541360537212,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.0,-0.053329040606816536,0.029045621554056766
labrador_retriever,mean_diff,16,projection,6.0,0.6666666666666666,0.5435723423957824,0.9185686310132345,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.20000000000000007,-0.0629602193832397,0.08143112659454343
labrador_retriever,mean_diff,16,projection,10.0,0.4666666666666667,0.23341778715451558,0.7520146489143371,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4,0.24719433585802716,0.24798510869344081
labrador_retriever,mean_diff,16,projection,15.0,0.0,-0.4911005675792694,0.35449840625127155,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.9717126905918121,0.6455013513565064
labrador_retriever,mean_diff,16,projection,20.0,0.0,,,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,,
labrador_retriever,mean_diff,24,projection,3.0,0.7333333333333333,0.5131595611572266,0.9794524749120076,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.13333333333333341,-0.03254743814468386,0.02054728269577033
labrador_retriever,mean_diff,24,projection,6.0,0.4666666666666667,0.5246666510899861,0.9354072292645772,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4,-0.04405452807744337,0.06459252834320073
labrador_retriever,mean_diff,24,projection,10.0,0.4,0.5157327612241109,0.864053742090861,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,-0.03512063821156819,0.13594601551691687
labrador_retriever,mean_diff,24,projection,15.0,0.0,0.45619077881177267,0.7290924549102783,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.02442134420077008,0.27090730269749963
labrador_retriever,mean_diff,24,projection,20.0,0.0,0.3937285671631495,0.5567282795906067,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.08688355584939322,0.44327147801717126
labrador_retriever,mean_diff,27,projection,3.0,0.7333333333333333,0.513169938325882,0.9752810955047607,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.13333333333333341,-0.03255781531333923,0.024718662103017208
labrador_retriever,mean_diff,27,projection,6.0,0.4666666666666667,0.516266663869222,0.9162982702255249,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4,-0.035654540856679295,0.08370148738225303
labrador_retriever,mean_diff,27,projection,10.0,0.4,0.4715264101823171,0.8054450551668803,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,0.009085712830225634,0.19455470244089768
labrador_retriever,mean_diff,27,projection,15.0,0.4,0.40825648109118146,0.6179351369539897,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,0.07235564192136129,0.3820646206537882
labrador_retriever,mean_diff,27,projection,20.0,0.0,0.3499605029821396,0.44341586430867513,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.13065162003040315,0.5565838932991027
labrador_retriever,svm,16,projection,3.0,0.8666666666666667,0.5330529769261678,0.9683976372083029,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.0,-0.052440853913625074,0.031602120399475075
labrador_retriever,svm,16,projection,6.0,0.6666666666666666,0.5299231966336568,0.9115080396334331,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.20000000000000007,-0.04931107362111409,0.08849171797434485
labrador_retriever,svm,16,projection,10.0,0.4,0.4153593639532725,0.8057666381200155,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,0.06525275905927025,0.19423311948776245
labrador_retriever,svm,16,projection,15.0,0.3333333333333333,0.3696652889251709,0.6693878372510275,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.5333333333333334,0.11094683408737183,0.33061192035675047
labrador_retriever,svm,16,projection,20.0,0.0,0.33977735936641695,0.5621267080307006,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.1408347636461258,0.4378730495770773
labrador_retriever,svm,24,projection,3.0,0.7333333333333333,0.5129498481750489,0.9773072997728983,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.13333333333333341,-0.032337725162506104,0.02269245783487961
labrador_retriever,svm,24,projection,6.0,0.4666666666666667,0.531492551167806,0.9281689643859863,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4,-0.05088042815526328,0.07183079322179164
labrador_retriever,svm,24,projection,10.0,0.4,0.5101240952809651,0.8495822509129842,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,-0.029511972268422393,0.1504175066947937
labrador_retriever,svm,24,projection,15.0,0.0,0.4650082369645437,0.6923029502232869,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.01560388604799906,0.307696807384491
labrador_retriever,svm,24,projection,20.0,0.0,0.4016564687093099,0.5085309147834778,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8666666666666667,0.07895565430323287,0.49146884282430015
labrador_retriever,svm,27,projection,3.0,0.7333333333333333,0.4972970485687256,0.9803010861078898,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.13333333333333341,-0.01668492555618284,0.019698671499888132
labrador_retriever,svm,27,projection,6.0,0.4666666666666667,0.49874468048413595,0.9303306976954142,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4,-0.018132557471593203,0.06966905991236372
labrador_retriever,svm,27,projection,10.0,0.4,0.47705192963282267,0.8456756273905436,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,0.003560193379720078,0.15432413021723435
labrador_retriever,svm,27,projection,15.0,0.4,0.4389545361200968,0.7046197056770325,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.4666666666666667,0.04165758689244592,0.29538005193074546
labrador_retriever,svm,27,projection,20.0,0.06666666666666667,0.3887547731399536,0.5396233757336935,0.8666666666666667,0.48061212301254275,0.9999997576077779,0.8,0.09185734987258914,0.4603763818740845
bird,mean_diff,16,projection,15.0,0.06666666666666667,,,0.0,0.4855507870515188,0.9999997655550639,-0.06666666666666667,,
bird,mean_diff,16,projection,20.0,0.0,,,0.0,0.4855507870515188,0.9999997655550639,0.0,,
bird,mean_diff,24,projection,3.0,0.0,0.4544143637021383,0.8706861734390259,0.0,0.4855507870515188,0.9999997655550639,0.0,0.031136423349380493,0.129313592116038
bird,mean_diff,24,projection,6.0,0.0,0.3121254404385885,0.5580825328826904,0.0,0.4855507870515188,0.9999997655550639,0.0,0.1734253466129303,0.4419172326723735
bird,mean_diff,24,projection,10.0,0.0,-0.00485339742153883,0.14662649283806484,0.0,0.4855507870515188,0.9999997655550639,0.0,0.4904041844730576,0.853373272716999
bird,mean_diff,24,projection,15.0,0.0,-0.12678915013869604,0.017572575807571413,0.0,0.4855507870515188,0.9999997655550639,0.0,0.6123399371902148,0.9824271897474924
bird,mean_diff,24,projection,20.0,0.0,-0.2220108340183894,-0.00580093041062355,0.0,0.4855507870515188,0.9999997655550639,0.0,0.7075616210699082,1.0058006959656873
bird,mean_diff,27,projection,3.0,0.0,0.4286759078502655,0.8478426496187846,0.0,0.4855507870515188,0.9999997655550639,0.0,0.05687487920125328,0.15215711593627923
bird,mean_diff,27,projection,6.0,0.0,0.14752676983674368,0.4349615414937337,0.0,0.4855507870515188,0.9999997655550639,0.0,0.3380240172147751,0.5650382240613301
bird,mean_diff,27,projection,10.0,0.0,-0.04901188512643178,0.12584883123636245,0.0,0.4855507870515188,0.9999997655550639,0.0,0.5345626721779505,0.8741509343187014
bird,mean_diff,27,projection,15.0,0.0,-0.12817368159691492,0.01810025138159593,0.0,0.4855507870515188,0.9999997655550639,0.0,0.6137244686484337,0.981899514173468
bird,mean_diff,27,projection,20.0,0.0,-0.1924373745918274,-0.011770542214314143,0.0,0.4855507870515188,0.9999997655550639,0.0,0.6779881616433462,1.011770307769378
bird,svm,16,projection,20.0,0.0,0.006422131756941478,0.3588628073533376,0.0,0.4855507870515188,0.9999997655550639,0.0,0.4791286552945773,0.6411369582017263
bird,svm,24,projection,3.0,0.0,0.49837403496106464,0.9837687969207763,0.0,0.4855507870515188,0.9999997655550639,0.0,-0.012823247909545865,0.016230968634287524
bird,svm,24,projection,6.0,0.0,0.4770496129989624,0.9352851708730062,0.0,0.4855507870515188,0.9999997655550639,0.0,0.008501174052556348,0.06471459468205765
bird,svm,24,projection,10.0,0.0,0.42972137530644733,0.8421815156936645,0.0,0.4855507870515188,0.9999997655550639,0.0,0.055829411745071444,0.15781824986139936
bird,svm,24,projection,15.0,0.0,0.39411287506421405,0.7123565713564555,0.0,0.4855507870515188,0.9999997655550639,0.0,0.09143791198730472,0.2876431941986084
bird,svm,24,projection,20.0,0.0,0.3832443634668986,0.5848476847012838,0.0,0.4855507870515188,0.9999997655550639,0.0,0.10230642358462017,0.4151520808537801
bird,svm,27,projection,3.0,0.0,0.5072355250517527,0.9915104548136393,0.0,0.4855507870515188,0.9999997655550639,0.0,-0.02168473800023396,0.00848931074142456
bird,svm,27,projection,6.0,0.0,0.5134691536426544,0.9668991168340048,0.0,0.4855507870515188,0.9999997655550639,0.0,-0.027918366591135668,0.03310064872105911
bird,svm,27,projection,10.0,0.0,0.5059269746144612,0.9169615705808004,0.0,0.4855507870515188,0.9999997655550639,0.0,-0.02037618756294246,0.08303819497426346
bird,svm,27,projection,15.0,0.0,0.4881411929925283,0.8312867522239685,0.0,0.4855507870515188,0.9999997655550639,0.0,-0.0025904059410095104,0.16871301333109534
bird,svm,27,projection,20.0,0.0,0.4596308171749115,0.7384615898132324,0.0,0.4855507870515188,0.9999997655550639,0.0,0.025919969876607274,0.26153817574183147
spider,mean_diff,16,projection,3.0,0.0,0.5036124487717947,0.975362773736318,0.0,0.49094905853271487,0.9999997178713481,0.0,-0.012663390239079808,0.024636944135030148
spider,mean_diff,16,projection,6.0,0.0,0.45854403972625735,0.9355600635210674,0.0,0.49094905853271487,0.9999997178713481,0.0,0.03240501880645752,0.06443965435028076
spider,mean_diff,16,projection,10.0,0.0,-0.39108190635840095,0.5492054641246795,0.0,0.49094905853271487,0.9999997178713481,0.0,0.8820309648911158,0.4507942537466686
spider,mean_diff,16,projection,15.0,0.0,-0.4970507780710856,0.2551410655180613,0.0,0.49094905853271487,0.9999997178713481,0.0,0.9879998366038005,0.7448586523532867
spider,mean_diff,16,projection,20.0,0.0,-0.5042547901471456,0.12056420867641766,0.0,0.49094905853271487,0.9999997178713481,0.0,0.9952038486798604,0.8794355091949304
spider,mean_diff,24,projection,3.0,0.0,0.46430089076360065,0.9576168258984884,0.0,0.49094905853271487,0.9999997178713481,0.0,0.026648167769114217,0.042382891972859715
spider,mean_diff,24,projection,6.0,0.0,0.4379315237204234,0.8895270466804505,0.0,0.49094905853271487,0.9999997178713481,0.0,0.05301753481229149,0.11047267119089765
spider,mean_diff,24,projection,10.0,0.0,0.4097899834314982,0.7793475349744161,0.0,0.49094905853271487,0.9999997178713481,0.0,0.08115907510121667,0.220652182896932
spider,mean_diff,24,projection,15.0,0.0,0.3096975088119507,0.5813513418038686,0.0,0.49094905853271487,0.9999997178713481,0.0,0.18125154972076418,0.4186483760674795
spider,mean_diff,24,projection,20.0,0.0,0.19430000483989715,0.4064421991507212,0.0,0.49094905853271487,0.9999997178713481,0.0,0.2966490536928177,0.5935575187206269
spider,mean_diff,27,projection,3.0,0.0,0.46367738048235574,0.9631720344225566,0.0,0.49094905853271487,0.9999997178713481,0.0,0.027271678050359127,0.036827683448791504
spider,mean_diff,27,projection,6.0,0.0,0.41677951216697695,0.8871416846911112,0.0,0.49094905853271487,0.9999997178713481,0.0,0.07416954636573792,0.1128580331802369
spider,mean_diff,27,projection,10.0,0.0,0.33290504217147826,0.7572534998257955,0.0,0.49094905853271487,0.9999997178713481,0.0,0.1580440163612366,0.24274621804555263
spider,mean_diff,27,projection,15.0,0.0,0.22371488312880197,0.5606240173180898,0.0,0.49094905853271487,0.9999997178713481,0.0,0.2672341754039129,0.43937570055325836
spider,mean_diff,27,projection,20.0,0.0,0.13900165259838104,0.39306733310222625,0.0,0.49094905853271487,0.9999997178713481,0.0,0.3519474059343338,0.6069323847691219
spider,svm,16,projection,3.0,0.0,0.4904225766658783,0.9719484567642211,0.0,0.49094905853271487,0.9999997178713481,0.0,0.0005264818668365701,0.028051261107126968
spider,svm,16,projection,6.0,0.0,0.4510199268658956,0.9075957298278808,0.0,0.49094905853271487,0.9999997178713481,0.0,0.03992913166681927,0.09240398804346728
spider,svm,16,projection,10.0,0.0,0.3911667108535767,0.8105730454126994,0.0,0.49094905853271487,0.9999997178713481,0.0,0.09978234767913818,0.18942667245864875
spider,svm,16,projection,15.0,0.0,0.35307133992513023,0.7148752888043721,0.0,0.49094905853271487,0.9999997178713481,0.0,0.13787771860758463,0.285124429066976
spider,svm,16,projection,20.0,0.0,0.3343983252843221,0.6508035977681478,0.0,0.49094905853271487,0.9999997178713481,0.0,0.15655073324839275,0.34919612010320034
spider,svm,24,projection,3.0,0.0,0.5184210817019145,0.9803487141927083,0.0,0.49094905853271487,0.9999997178713481,0.0,-0.02747202316919961,0.01965100367863981
spider,svm,24,projection,6.0,0.0,0.5099830110867818,0.9475569923718771,0.0,0.49094905853271487,0.9999997178713481,0.0,-0.019033952554066924,0.05244272549947104
spider,svm,24,projection,10.0,0.0,0.48128995100657146,0.8898473660151164,0.0,0.49094905853271487,0.9999997178713481,0.0,0.009659107526143407,0.11015235185623173
spider,svm,24,projection,15.0,0.0,0.42736388047536217,0.8185535947481791,0.0,0.49094905853271487,0.9999997178713481,0.0,0.0635851780573527,0.181446123123169
spider,svm,24,projection,20.0,0.0,0.37638880610466,0.7602232058842977,0.0,0.49094905853271487,0.9999997178713481,0.0,0.11456025242805484,0.2397765119870504
spider,svm,27,projection,3.0,0.0,0.5226034382979076,0.9893149534861246,0.0,0.49094905853271487,0.9999997178713481,0.0,-0.0316543797651927,0.010684764385223477
spider,svm,27,projection,6.0,0.0,0.5288005034128825,0.9707209825515747,0.0,0.49094905853271487,0.9999997178713481,0.0,-0.03785144488016767,0.02927873531977343
spider,svm,27,projection,10.0,0.0,0.5105306426684062,0.9369125247001648,0.0,0.49094905853271487,0.9999997178713481,0.0,-0.019581584135691332,0.06308719317118328
spider,svm,27,projection,15.0,0.0,0.4641461213429769,0.8907374660174052,0.0,0.49094905853271487,0.9999997178713481,0.0,0.026802937189737974,0.1092622518539429
spider,svm,27,projection,20.0,0.0,0.41410406430562335,0.8465900858243306,0.0,0.49094905853271487,0.9999997178713481,0.0,0.07684499422709151,0.15340963204701752
candle,mean_diff,16,projection,3.0,1.0,0.5705334623654683,0.9462404092152913,1.0,0.5357110957304637,0.999999737739563,0.0,-0.0348223666350046,0.05375932852427168
candle,mean_diff,16,projection,6.0,0.0,0.5447523673375447,0.7839678645133972,1.0,0.5357110957304637,0.999999737739563,1.0,-0.009041271607081014,0.2160318732261658
candle,mean_diff,16,projection,10.0,0.0,-0.4931388517220815,0.28169268170992534,1.0,0.5357110957304637,0.999999737739563,1.0,1.0288499474525452,0.7183070560296376
candle,mean_diff,16,projection,15.0,0.0,,,1.0,0.5357110957304637,0.999999737739563,1.0,,
candle,mean_diff,16,projection,20.0,0.06666666666666667,,,1.0,0.5357110957304637,0.999999737739563,0.9333333333333333,,
candle,mean_diff,24,projection,3.0,0.0,0.46054555972417194,0.9466215093930562,1.0,0.5357110957304637,0.999999737739563,1.0,0.07516553600629178,0.05337822834650674
candle,mean_diff,24,projection,6.0,0.0,0.4515085975329081,0.8456716895103454,1.0,0.5357110957304637,0.999999737739563,1.0,0.0842024981975556,0.15432804822921753
candle,mean_diff,24,projection,10.0,0.0,0.3192034343878428,0.6470636785030365,1.0,0.5357110957304637,0.999999737739563,1.0,0.2165076613426209,0.3529360592365265
candle,mean_diff,24,projection,15.0,0.0,0.14983214909831682,0.39162983000278473,1.0,0.5357110957304637,0.999999737739563,1.0,0.3858789466321469,0.6083699077367782
candle,mean_diff,24,projection,20.0,0.0,0.0597245774542292,0.23910012642542522,1.0,0.5357110957304637,0.999999737739563,1.0,0.4759865182762345,0.7608996113141377
candle,mean_diff,27,projection,3.0,0.0,0.47833449045817056,0.9702335675557454,1.0,0.5357110957304637,0.999999737739563,1.0,0.05737660527229316,0.029766170183817553
candle,mean_diff,27,projection,6.0,0.0,0.39891428748766583,0.8961373964945475,1.0,0.5357110957304637,0.999999737739563,1.0,0.13679680824279788,0.10386234124501548
candle,mean_diff,27,projection,10.0,0.0,0.3030911316474279,0.7662822564442953,1.0,0.5357110957304637,0.999999737739563,1.0,0.2326199640830358,0.2337174812952677
candle,mean_diff,27,projection,15.0,0.0,0.2049219513932864,0.6018462181091309,1.0,0.5357110957304637,0.999999737739563,1.0,0.3307891443371773,0.3981535196304321
candle,mean_diff,27,projection,20.0,0.0,0.1396904245018959,0.4622775177160899,1.0,0.5357110957304637,0.999999737739563,1.0,0.3960206712285678,0.537722220023473
candle,svm,16,projection,3.0,1.0,0.5666558106740316,0.9865765849749247,1.0,0.5357110957304637,0.999999737739563,0.0,-0.030944714943567875,0.013423152764638235
candle,svm,16,projection,6.0,0.13333333333333333,0.5731188615163167,0.9612934589385986,1.0,0.5357110957304637,0.999999737739563,0.8666666666666667,-0.03740776578585303,0.03870627880096433
candle,svm,16,projection,10.0,0.0,0.5335211396217346,0.9198562622070312,1.0,0.5357110957304637,0.999999737739563,1.0,0.002189956108729074,0.08014347553253176
candle,svm,16,projection,15.0,0.0,0.4992369055747986,0.8651832381884257,1.0,0.5357110957304637,0.999999737739563,1.0,0.03647419015566511,0.13481649955113728
